2022/09/01 22:51:00; 10db
2022/09/01 22:00:00; 10db
2022/09/01 22:00:00; 10db
03:45; 10
23; monoxido detetato
12; 2
2022-06-08 15:14:26; Desativo
2022-06-08 15:14:28; Desativo
2022-06-08 15:14:31; Desativo
2022-06-08 15:14:33; Desativo
2022-06-08 15:14:35; Desativo
2022-06-08 15:14:37; Desativo
2022-06-08 15:14:40; Desativo
2022-06-08 15:14:42; Desativo
2022-06-08 15:14:44; Desativo
2022-06-08 15:14:46; Desativo
2022-06-08 15:14:48; Desativo
2022-06-08 15:14:51; Desativo
2022-06-08 15:14:53; Desativo
2022-06-08 15:14:55; Desativo
2022-06-08 15:14:57; Desativo
2022-06-08 15:15:00; Desativo
2022-06-08 15:15:02; Desativo
2022-06-08 15:15:04; Desativo
2022-06-08 15:15:06; Desativo
2022-06-08 15:15:09; Desativo
2022-06-08 15:15:11; Desativo
2022-06-08 15:15:13; Desativo
2022-06-08 15:15:15; Desativo
2022-06-08 15:15:18; Desativo
2022-06-08 15:15:20; Desativo
2022-06-08 15:15:22; Desativo
2022-06-08 15:15:24; Desativo
2022-06-08 15:15:27; Desativo
2022-06-08 15:15:29; Desativo
2022-06-08 15:15:31; Desativo
2022-06-08 15:15:33; Desativo
2022-06-08 15:15:36; Desativo
2022-06-08 15:15:38; Desativo
2022-06-08 15:15:40; Desativo
2022-06-08 15:15:42; Desativo
2022-06-08 15:15:44; Desativo
2022-06-08 15:15:47; Desativo
2022-06-08 15:15:49; Desativo
2022-06-08 15:15:51; Desativo
2022-06-08 15:15:53; Desativo
2022-06-08 15:15:56; Desativo
2022-06-08 15:15:58; Desativo
2022-06-08 15:16:00; Desativo
2022-06-08 15:16:02; Desativo
2022-06-08 15:16:05; Desativo
2022-06-08 15:16:07; Desativo
2022-06-08 15:16:09; Desativo
2022-06-08 15:16:11; Desativo
2022-06-08 15:16:13; Desativo
2022-06-08 15:16:16; Desativo
2022-06-08 15:16:18; Desativo
2022-06-08 15:16:20; Desativo
2022-06-08 15:16:22; Desativo
2022-06-08 15:16:25; Desativo
2022-06-08 15:16:27; Desativo
2022-06-08 15:16:29; Desativo
2022-06-08 15:16:41; Desativo
2022-06-08 15:16:44; Desativo
2022-06-08 15:16:46; Desativo
2022-06-08 15:16:48; Desativo
2022-06-08 15:16:50; Desativo
2022-06-08 15:16:52; Desativo
2022-06-08 15:16:55; Desativo
2022-06-08 15:16:57; Desativo
2022-06-08 15:16:59; Desativo
2022-06-08 15:17:01; Desativo
2022-06-08 15:17:04; Desativo
2022-06-08 15:17:06; Desativo
2022-06-08 15:17:08; Desativo
2022-06-08 15:17:10; Desativo
2022-06-08 15:17:27; Desativo
2022-06-08 15:17:30; Desativo
2022-06-08 15:17:32; Desativo
2022-06-08 15:17:34; Desativo
2022-06-08 15:17:36; Desativo
2022-06-08 15:17:38; Desativo
2022-06-08 15:17:41; Desativo
2022-06-08 15:17:43; Desativo
2022-06-08 15:17:45; Desativo
2022-06-08 15:17:47; Desativo
2022-06-08 15:17:49; Desativo
2022-06-08 15:17:52; Desativo
2022-06-08 15:17:54; Desativo
2022-06-08 15:18:29; Desativo
2022-06-08 15:18:31; Desativo
2022-06-08 15:18:33; Desativo
2022-06-08 15:18:36; Desativo
2022-06-08 15:18:38; Desativo
2022-06-08 15:18:40; Desativo
2022-06-08 15:18:42; Desativo
2022-06-08 15:18:59; Desativo
2022-06-08 15:19:01; Desativo
2022-06-08 15:19:03; Desativo
2022-06-08 15:19:05; Desativo
2022-06-08 15:19:07; Desativo
2022-06-08 15:19:10; Desativo
2022-06-08 15:19:12; Desativo
2022-06-08 15:19:14; Desativo
2022-06-08 15:19:16; Desativo
2022-06-08 15:19:19; Desativo
2022-06-08 15:19:21; Desativo
2022-06-08 15:19:23; Desativo
2022-06-08 15:19:25; Desativo
2022-06-08 15:23:17; Desativo
2022-06-08 15:23:19; Desativo
2022-06-08 15:23:21; Desativo
2022-06-08 15:23:23; Desativo
2022-06-08 15:23:26; Desativo
2022-06-08 15:23:28; Desativo
2022-06-08 15:23:30; Desativo
2022-06-08 15:23:32; Desativo
2022-06-08 15:23:35; Desativo
2022-06-08 15:23:37; Desativo
2022-06-08 15:26:24; Desativo
2022-06-08 15:26:26; Desativo
2022-06-08 15:26:28; Desativo
2022-06-08 15:26:31; Desativo
2022-06-08 15:26:33; Desativo
2022-06-08 15:26:35; Desativo
2022-06-08 15:26:37; Desativo
2022-06-08 15:26:40; Desativo
2022-06-08 15:26:42; Desativo
2022-06-08 15:26:44; Desativo
2022-06-08 15:26:46; Desativo
2022-06-08 15:26:49; Desativo
2022-06-08 15:26:51; Desativo
2022-06-08 15:26:53; Desativo
2022-06-08 15:26:55; Desativo
2022-06-08 15:26:57; Desativo
2022-06-08 15:27:00; Desativo
2022-06-08 15:27:02; Desativo
2022-06-08 15:27:04; Desativo
2022-06-08 15:27:07; Desativo
2022-06-08 15:27:35; Desativo
2022-06-08 15:27:37; 16db
2022-06-08 15:27:39; 12db
2022-06-08 15:27:42; 4db
2022-06-08 15:27:44; 4db
2022-06-08 15:27:46; 4db
2022-06-08 15:27:48; Desativo
2022-06-08 15:27:51; Desativo
2022-06-08 15:27:53; Desativo
