2022-06-08 14:56:00; Ligada
2022-06-08 14:56:02; Ligada
2022-06-08 14:56:04; Ligada
2022-06-08 14:56:06; Ligada
2022-06-08 14:56:08; Ligada
2022-06-08 14:56:11; Ligada
2022-06-08 14:56:13; Ligada
2022-06-08 14:56:15; Ligada
2022-06-08 14:56:17; Ligada
2022-06-08 14:56:20; Ligada
2022-06-08 14:56:22; Ligada
2022-06-08 14:56:24; Ligada
2022-06-08 14:56:26; Ligada
2022-06-08 14:56:28; Ligada
2022-06-08 14:56:31; Ligada
2022-06-08 14:56:33; Ligada
2022-06-08 14:56:35; Ligada
2022-06-08 14:56:37; Ligada
2022-06-08 14:56:39; Ligada
2022-06-08 14:56:42; Ligada
2022-06-08 14:56:44; Ligada
2022-06-08 14:56:46; Ligada
2022-06-08 14:56:48; Desligada
2022-06-08 14:56:51; Desligada
2022-06-08 14:56:53; Desligada
2022-06-08 14:56:55; Desligada
2022-06-08 14:56:57; Desligada
2022-06-08 14:56:59; Desligada
2022-06-08 14:57:02; Desligada
2022-06-08 14:57:04; Desligada
2022-06-08 14:57:06; Desligada
2022-06-08 14:57:08; Desligada
2022-06-08 14:57:10; Desligada
2022-06-08 14:57:13; Desligada
2022-06-08 14:57:15; Desligada
2022-06-08 14:57:17; Desligada
2022-06-08 14:57:19; Desligada
2022-06-08 14:57:21; Desligada
2022-06-08 14:57:24; Desligada
2022-06-08 14:57:26; Ligada
2022-06-08 14:57:28; Ligada
2022-06-08 14:57:30; Ligada
2022-06-08 14:57:33; Ligada
2022-06-08 14:57:35; Ligada
2022-06-08 14:57:37; Ligada
2022-06-08 14:57:39; Ligada
2022-06-08 14:57:42; Ligada
2022-06-08 14:57:44; Ligada
2022-06-08 14:57:46; Desligada
2022-06-08 14:57:48; Desligada
2022-06-08 14:57:50; Desligada
2022-06-08 14:57:53; Desligada
2022-06-08 14:57:55; Desligada
2022-06-08 14:57:57; Desligada
2022-06-08 14:57:59; Desligada
2022-06-08 14:58:01; Desligada
2022-06-08 14:58:04; Desligada
2022-06-08 14:58:06; Desligada
2022-06-08 14:58:08; Desligada
2022-06-08 14:58:10; Desligada
2022-06-08 14:58:13; Desligada
2022-06-08 14:58:15; Desligada
2022-06-08 14:58:17; Desligada
2022-06-08 14:58:19; Desligada
2022-06-08 14:58:21; Desligada
2022-06-08 14:58:24; Desligada
2022-06-08 14:58:26; Desligada
2022-06-08 14:58:28; Desligada
2022-06-08 14:58:30; Desligada
2022-06-08 14:58:33; Desligada
2022-06-08 14:58:35; Desligada
2022-06-08 14:58:37; Desligada
2022-06-08 14:58:39; Desligada
2022-06-08 14:58:41; Desligada
2022-06-08 14:58:44; Desligada
2022-06-08 14:58:46; Desligada
2022-06-08 14:58:48; Desligada
2022-06-08 14:58:50; Desligada
2022-06-08 14:58:53; Desligada
2022-06-08 14:58:55; Desligada
2022-06-08 14:58:57; Desligada
2022-06-08 14:58:59; Desligada
2022-06-08 14:59:01; Desligada
2022-06-08 14:59:04; Desligada
2022-06-08 14:59:06; Desligada
2022-06-08 14:59:08; Desligada
2022-06-08 14:59:26; Desligada
2022-06-08 14:59:28; Desligada
2022-06-08 14:59:30; Desligada
2022-06-08 14:59:33; Desligada
2022-06-08 14:59:35; Desligada
2022-06-08 15:28:25; Desligada
2022-06-08 15:28:27; Desligada
2022-06-08 15:28:30; Desligada
